File_NAme,Pisces_No.,Source_ID,Collector,Date,Month,Mo,Day,Year,Transect,Stream_Forest,Park,Location,Genus,Species,New_Genus,New_Species,New_Fam,Sample_Type,Qty_ABI_Stock,Qty_ABI_Dilution,ZoospLoad_Dilution,Qty_ABI_StockR,Qty_ABI_DilutionR,ZoospLoad_DilutionR,Pisces_Result,Zoospore_Load_max,Zoospore_Load_avg,Disease_status,Pisces_posoneg,Level,ID,R,Sex,SVL,Mass,Act,Ht_cm,Dist_cm,Substrate,Meter,Bank,Time,comments2
AL011810-2.sds,51600,Swab___891,K._Lips,Dec-8-2004,December,12,8,2004,Yes,Stream,Yes,Guabal,Atelopus,zeteki,Atelopus,zeteki,Bufonidae,Swab,52.660404,38.664654,3866.4654,NA,NA,NA,+++,3866.4654,1959.562902,NA,1,1000-10000,NA,NA,F,NA,NA,NA,100,200,LT,30,L,1025,NA
AL011810-3.sds,51666,Swab___957,K._Lips,Dec-9-2004,December,12,9,2004,Yes,Trail,Yes,Verrugosa,Atelopus,zeteki,Atelopus,zeteki,Bufonidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,50,200,LT,NA,NA,2037,NA
AL011910-1.sds,52855,Swab___1007,K._Lips,Dec-11-2004,December,12,11,2004,Yes,Stream,Yes,Guabal,Atelopus,zeteki,Atelopus,zeteki,Bufonidae,Swab,16.967033,390.74158,39074.158,NA,NA,NA,+++,39074.158,19545.56252,NA,1,>10000,NA,NA,NA,0,0,SB,15,L,1049,NA,NA,NA,NA
AL011810-2.sds,51595,Swab___886,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Bolitoglossa,colonnea,Bolitoglossa,colonnea,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,20,20,LT,305,R,2240,NA
AL011410-3.sds,51413,Swab___704,K._Lips,Dec-4-2004,December,12,4,2004,Yes,Stream,Yes,Guabal,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0.5651134,0.24327314,24.327314,NA,NA,NA,+++,24.327314,12.4462137,NA,1,10-100,NA,NA,NA,NA,NA,NA,200,50,LT,60,L,2009,NA
AL011410-3.sds,51414,Swab___705,K._Lips,Dec-4-2004,December,12,4,2004,Yes,Stream,Yes,Guabal,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0.003484644,0,0,NA,NA,NA,++,0.003484644,0.001742322,NA,1,0-1,NA,NA,NA,NA,NA,NA,200,50,LT,60,R,2009,NA
AL011410-3.sds,51417,Swab___708,K._Lips,Dec-4-2004,December,12,4,2004,Yes,Stream,Yes,Guabal,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,11.036868,1.7406,174.06,NA,NA,NA,+++,174.06,92.548434,NA,1,100-1000,NA,NA,NA,NA,NA,NA,120,0,LT,80,L,2025,NA
AL011810-1.sds,51566,Swab___857,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,Juv,NA,NA,NA,120,30,LT,63,L,2013,NA
AL011810-1.sds,51570,Swab___861,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,250,120,Vine,73,R,2025,NA
AL011810-1.sds,51572,Swab___863,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,130,250,LT,78,L,2031,NA
AL011810-1.sds,51577,Swab___868,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,300,150,LT,120,L,2055,NA
AL011810-1.sds,51593,Swab___884,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,80,120,LT,286,R,2231,NA
AL011810-2.sds,51597,Swab___888,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,50,80,LT,335,R,2247,NA
AL011810-2.sds,51599,Swab___890,K._Lips,Dec-7-2004,December,12,7,2004,Yes,Trail,Yes,Loop_Trail,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,45,250,LT,360,L,2256,NA
AL011810-3.sds,51659,Swab___950,K._Lips,Dec-9-2004,December,12,9,2004,Yes,Trail,Yes,Verrugosa,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,25,50,LT,NA,NA,2009,NA
AL011810-3.sds,51662,Swab___953,K._Lips,Dec-9-2004,December,12,9,2004,Yes,Trail,Yes,Verrugosa,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,15,20,LT,NA,NA,2022,NA
AL011810-3.sds,51670,Swab___961,K._Lips,Dec-9-2004,December,12,9,2004,Yes,Trail,Yes,Verrugosa,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,150,50,Branch,NA,NA,2052,NA
AL011910-1.sds,51699,Swab___990,K._Lips,Dec-10-2004,December,12,10,2004,Yes,Stream,Yes,Silenciosa,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0.04549913,0.013288075,1.3288075,NA,NA,NA,++,1.3288075,0.687153315,NA,1,10-Jan,NA,NA,NA,NA,NA,NA,120,200,LT,58,L,NA,NA
AL011910-1.sds,51701,Swab___992,K._Lips,Dec-10-2004,December,12,10,2004,Yes,Stream,Yes,Silenciosa,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,2.6719985,0.5348542,53.48542,NA,NA,NA,+++,53.48542,28.07870925,NA,1,10-100,NA,NA,NA,NA,NA,NA,160,0,LT,69,R,NA,NA
AL011910-1.sds,51703,Swab___994,K._Lips,Dec-10-2004,December,12,10,2004,Yes,Stream,Yes,Silenciosa,Bolitoglossa,schizodactyla,Bolitoglossa,schizodactyla,Plethodontidae,Swab,0.09979558,0.039732117,3.9732117,NA,NA,NA,++,3.9732117,2.03650364,NA,1,10-Jan,NA,NA,NA,NA,NA,NA,145,0,LT,100,L,NA,NA
AL011510-2.sds,51477,Swab___768,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Bolitoglossa,sp.,Bolitoglossa,sp.,Plethodontidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,collected,120,50,LT,NA,NA,2019,NA
AL011510-1.sds,51426,Swab___717,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,945,NA
AL011510-1.sds,51427,Swab___718,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,948,NA
AL011510-1.sds,51428,Swab___719,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,951,NA
AL011510-1.sds,51429,Swab___720,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,952,NA
AL011510-1.sds,51430,Swab___721,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1005,NA
AL011510-1.sds,51432,Swab___723,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1018,NA
AL011510-1.sds,51434,Swab___725,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,B,NA,NA,1021,NA
AL011510-1.sds,51438,Swab___729,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,B,NA,NA,1051,NA
AL011510-1.sds,51439,Swab___730,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,Juv,NA,NA,NA,0,0,LL,NA,NA,1056,NA
AL011510-1.sds,51440,Swab___731,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,B,NA,NA,1103,NA
AL011510-1.sds,51442,Swab___733,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,B,NA,NA,1109,NA
AL011510-1.sds,51443,Swab___734,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0.002994531,0.29945313,NA,0,0,-,0.29945313,0.09981771,NA,0,0-1,NA,NA,NA,NA,NA,NA,0,0,B,NA,NA,1113,NA
AL011510-1.sds,51444,Swab___735,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,SB,NA,NA,1119,NA
AL011510-1.sds,51446,Swab___737,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,SB,NA,NA,1124,NA
AL011510-1.sds,51449,Swab___740,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,B,NA,NA,1134,NA
AL011510-1.sds,51451,Swab___742,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0.000179868,0,0,0,NA,NA,-,0.000179868,6.00E-05,NA,0,0-1,NA,NA,NA,NA,NA,NA,0,0,B,NA,NA,1141,NA
AL011510-1.sds,51452,Swab___743,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,B,NA,NA,1148,NA
AL011510-1.sds,51453,Swab___744,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,B,NA,NA,1151,NA
AL011510-1.sds,51455,Swab___746,K._Lips,Dec-5-2004,December,12,5,2004,No,Stream,No,Sofia's,Colostethus,inguiNAlis,Colostethus,inguiNAlis,Dendrobatidae,Swab,0,0,0,NA,NA,NA,-,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,SB,NA,NA,1201,NA
